#,Welcome,"I understand that by clicking accept I am agreeing to participate in this study. 
I understand that my participation in this study is voluntary and that I may withdraw from the study at any time with no consequences. 
I understand that my data will be kept confidential and anonymous to the extent possible",What is your native language?,How would you rate your English proficiency?,How many hours per day do you spend speaking English?,Can you watch TV in English without subtitles?,How often do you use variable names transcribed from your language while coding? ,How would you rate your coding proficiency?,How many years have you worked coding (not including higher education),Which of the following is a Boolean?,Which website do you use for coding help?,1. How would you name this piece of code?,1. How easy was this code to understand?,2. How would you name this piece of code?,2. How easy was this code to understand?,3. How would you name this piece of code?,3. How easy was this code to understand?,4. How would you name this piece of code?,4. How easy was this code to understand?,5. How would you name this piece of code?,5. How easy was this code to understand?,6. How would you name this piece of code?,6. How easy was this code to understand?,"동의를 클릭함으로써 이 연구에 참여하는 데 동의합니다.
본인은 본 연구 참여가 자발적이며 언제든지 연구 참여를 철회할 수 있음을 동의합니다.
본인은 본인의 데이터가 가능한 한 기밀 및 익명으로 유지된다는 것에 동의합니다.",당신의 영어 실력을 어떻게 평가하시겠습니까?,하루에 영어로 말하는 시간은 몇 시간입니까?,자막 없이 영어로 TV를 볼 수 있나요?,"당신은 코딩하는 동안 한글음성표기의 영어 변수 이름을 얼마나 자주 사용합니까?
예)
def kyesangi():",당신의 코딩 능력을 어떻게 평가하시겠습니까?,코딩 경력은 몇 년입니까(고등 교육 제외),다음 중 불리언(boolean)은 무엇입니까?,코딩할 때에 사용하는 보조 웹사이트는 무엇입니까?,1. 이 코드 스니펫의 이름을 어떻게 지정하시겠습니까?,1. 척도에서 이 코드는 얼마나 이해하기 쉬웠습니까?,2. 이 코드 스니펫의 이름을 어떻게 지정하시겠습니까?,2. 척도에서 이 코드는 얼마나 이해하기 쉬웠습니까?,3. 이 코드 스니펫의 이름을 어떻게 지정하시겠습니까?,3. 척도에서 이 코드는 얼마나 이해하기 쉬웠습니까?,4. 이 코드 스니펫의 이름을 어떻게 지정하시겠습니까?,4. 척도에서 이 코드는 얼마나 이해하기 쉬웠습니까?,5. 이 코드 스니펫의 이름을 어떻게 지정하시겠습니까?,5. 척도에서 이 코드는 얼마나 이해하기 쉬웠습니까?,6. 이 코드 스니펫의 이름을 어떻게 지정하시겠습니까?,6. 척도에서 이 코드는 얼마나 이해하기 쉬웠습니까?,"Я понимаю, что, нажимая кнопку «Принять», я соглашаюсь участвовать в этом исследовании.
Я понимаю, что мое участие в этом исследовании является добровольным и что я могу выйти из исследования в любое время без каких-либо последствий.
Я понимаю, что мои данные будут храниться конфиденциально и анонимно, насколько это возможно",Как бы вы оценили свое знание английского языка?,Сколько часов в день вы говорите по-английски?,Можете ли вы смотреть телевизор на английском без субтитров?,"Как часто вы используете названия переменных, транскрибированные с вашего языка, при написании кода?
пример: int knigi;",Как бы вы оценили свое знание кодирования?,Сколько лет вы занимаетесь кодированием (не считая высшего образования),Что из перечисленного является булевым?,Какой веб-сайт вы используете для помощи в кодировании?,1. Как бы вы назвали этот фрагмент кода?,1. Насколько легко было понять этот код?,2. Как бы вы назвали этот фрагмент кода?,2. Насколько легко было понять этот код?,3. Как бы вы назвали этот фрагмент кода?,3. Насколько легко было понять этот код?,4. Как бы вы назвали этот фрагмент кода?,4. Насколько легко было понять этот код?,5. Как бы вы назвали этот фрагмент кода?,5. Насколько легко было понять этот код?,6. Как бы вы назвали этот фрагмент кода?,6. Насколько легко было понять этот код?,"我明白点击接受即表示我同意参与这项研究。
我明白我参与这项研究是自愿的，我可以随时退出研究而不会产生任何后果。
我了解我的数据将被尽可能保密和匿名",您如何评价您的英语水平？,你一週花多少小時說英文？,你看英文電影的時候可以不用字幕嗎？,"你有多經常使用拼音變量名？
例如：
int ji\_shu\_qi; ",你如何評價你的代碼水平？,你從事程序相關工作有幾年了？（不包括大學）,下列哪一個是boolean?,你一般使用哪一個網站來幫助你編程？,1. 你會如何命名這一段代碼？,1. 請問這段代碼有多好理解？,2. 你會如何命名這一段代碼？,2. 請問這段代碼有多好理解？,3. 你會如何命名這一段代碼？,3. 請問這段代碼有多好理解？,4. 你會如何命名這一段代碼？,4. 請問這段代碼有多好理解？,5. 你會如何命名這一段代碼？,5. 請問這段代碼有多好理解？,6. 你會如何命名這一段代碼？,6. 請問這段代碼有多好理解？,"אני מבין שבלחיצה על קבל אני מסכים/ה להשתתף במחקר זה.
אני מבין/ה שהשתתפותי במחקר זה היא מרצון ושאני רשאי/ת לפרוש מהמחקר בכל עת ללא השלכות.
אני מבין/ה שהנתונים שלי יישמרו חסויים ואנונימיים במידת האפשר",?איך היית מדרג את שליטתך באנגלית,?כמה שעות ביום את/ה מדבר אנגלית,?האם את/ה יכול/ה לצפות בטלוויזיה באנגלית ללא כתוביות,"?באיזו תדירות את/ה משתמש בשמות משתנים שתומללו מעברית בקוד
דוגמא: int sefarim;",?איך היית מדרג את מיומנות הקידוד שלך,?כמה שנים עבדת בקידוד (לא כולל השכלה גבוהה),?איזה מהבאים הוא משתנה בוליאני,?באיזה אתר את/ה משתמש לעזרה בקידוד,1. איזה שם היית נותן לקוד הזה?,1. כמה קל היה להבין את הקוד הזה?,2. איזה שם היית נותן לקוד הזה?,2. כמה קל היה להבין את הקוד הזה?,3. איזה שם היית נותן לקוד הזה?,3. כמה קל היה להבין את הקוד הזה?,4. איזה שם היית נותן לקוד הזה?,4. כמה קל היה להבין את הקוד הזה?,5. איזה שם היית נותן לקוד הזה?,5. כמה קל היה להבין את הקוד הזה?,6. איזה שם היית נותן לקוד הזה?,6. כמה קל היה להבין את הקוד הזה?,"اأفهم انه بضغطي علىى موافق (accept) أوافق على مشاركتي بالاستبيان.
أفهم انه مشاركتي بالاستبيان هي تظوع و يمكنني الانسحاب باي وقت من الاستبيان دون عواقب.
أفهم انه بياناتي ستبقى سرية و مجهولة الى أقصى حد ممكن.",كيف تقيم مستوى اللغة الإنجليزية لديك؟ ,كم ساعة تتكلم اللغة الإنجليزية باليوم الواحد؟,هل يمكنك مشاهدة عروض تلفازية باللغة الإنجليزية بدون قراءة النص المترجم؟,متى تستخدم أسماء عربية مترجمة لتسمية متغير بالبرمجة؟ ,كيف تقيم مستوى البرمجة لديك؟,كم سنة عملت بالبرمجة؟ (لا يشمل سنوات الدراسة),?Boolean أي من التالي هو , أي مواقع تستخدم كمساعدة للبرمجة؟,1. أعطي اسم للدالة التي تحوي هذا الكود,1. كيف كان فهم الكود؟,2. أعطي اسم للدالة التي تحوي هذا الكود,2. كيف كان فهم الكود؟,3. أعطي اسم للدالة التي تحوي هذا الكود,3. كيف كان فهم الكود؟,4. أعطي اسم للدالة التي تحوي هذا الكود,4. كيف كان فهم الكود؟,5. أعطي اسم للدالة التي تحوي هذا الكود,5. كيف كان فهم الكود؟,6. أعطي اسم للدالة التي تحوي هذا الكود,6. كيف كان فهم الكود؟,Start Date (UTC),Submit Date (UTC),Network ID,Tags
5sg6fs5605cp75sgdoh9kug9g0qwrgki,Please choose your language,I accept,Russian,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,3,1,1,1,4,5-10 лет,True,StackOverflow,Get factorial of C and cache the result,1,removing spaces from input and turn result case to camelCase,1,return the sum of digits in number,1,Check if provided sequence is a palindrome,1,Return the number that is most presented in provided sequence,2,return the sum of squares in provided sequence,1,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,2023-07-04 10:48:46,2023-07-04 11:03:47,6a28f144f1,
jel81jsccui5c0z6bxafjel81js5l3wv,"Пожалуйста, выберите ваш язык",,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,Принять,3,1,1,1,3,5-10 лет,True,StackOverflow,функция,5,get_camelcase,4,get_digit_sum,4,find_uniq_in_array,5,get_most_common_values,5,get_squares_sum_from_list,5,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,2023-07-04 09:21:22,2023-07-04 09:27:06,7612aa3a60,
po7acpowgo9p4pbde5po7acpowtp1ema,Please choose your language,I accept,Ukranian,4,1,0,1,3,2-5 years,True,StackOverflow,recursion,3,Camel case,1,Sum of digits,2,Palindrome,1,Most frequent in array,2,Sum of squares,1,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,2023-07-04 06:52:45,2023-07-04 07:14:49,7dccc32e0e,
wwx99f8ny6nn1fgszrwwx9wlkwfnu69j,Please choose your language,I accept,Ukranian,3,2,1,5,4,10+ years,True,StackOverflow,Factorial,2,Convert string to camel case,1,Digits summary,1,Mirror string,1,Most frequency number,1,Sum of numbers squares,1,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,2023-07-04 06:19:26,2023-07-04 06:40:43,88884ae524,
bxzdn3jr1fnfi16xkhsbxzdnhl4hkghp,언어를 선택하십시오,,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,동의,4,2,1,5,4,2-5 년,True,StackOverflow,1,3,,3,2,3,5,3,5,3,1,3,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,2023-07-03 20:28:19,2023-07-03 20:30:34,2e611104bf,
l8o1p5wgxartzwyl8o1rpz21o9jpuflh,请选择您的语言,,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,接受,5,10,1,2,5,2-5 年,True,StackOverflow,factorial,3,cmlcase,3,各位數數字和,5,檢測序列是否對稱,5,找出最長出現的元素,5,找平方和,5,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,2023-07-03 14:57:51,2023-07-03 15:05:40,bb9981fb93,
i1zgky994v2swbqgu1ebei1zg0i8jnjm,请选择您的语言,,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,接受,3,3,0,3,5,10+ 年,True,ByteNexus,,3,,3,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,2023-07-03 14:40:46,2023-07-03 14:56:44,bb9981fb93,
nzrfg3pj91emk9suyzpnzrfg316reuu3,נא לבחור שפה,,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,קבל,5,0,1,1,3,2-5 שנים,True,StackOverflow,StoreMulByPrev,2,ToLowerCamelCase,1,DigitSum,1,IsPalindrome,1,MostFrequentNum,1,SumOfSquares,1,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,2023-06-29 06:28:25,2023-06-29 06:39:18,ce1e5c80d3,
2e3vj8y3lz6affd2e3uockacgaqx8mn3,Please choose your language,I accept,English,0,0,,0,3,0-1 years,True,StackOverflow,,3,Sentence splitter,3,Sum of digit values,2,Symmetry check,2,Which number is most common,2,Squared norm,2,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,2023-06-27 18:50:01,2023-06-27 18:55:20,9cf50e9545,
x5ybyska27k8s8yx5yvnje1y597o2g57,נא לבחור שפה,,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,קבל,4,0,1,1,2,0-1 שנים,True,StackOverflow,Recursion,2,For loop,2,While loop,1,If statement nested in a while loop,1,"If, else statements nested in for loops",2,For loop,1,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,2023-06-27 18:16:15,2023-06-27 18:36:16,d60731e328,
onjfarb06sqrevchoonjn3cka0mph9ti,언어를 선택하십시오,,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,동의,2,10,0,5,3,2-5 년,True,CodeHub,factorial_list,1,small_letter,1,sum_digit,1,Symmetry,1,most_freq,2,sum_squares,1,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,2023-06-27 12:51:21,2023-06-27 16:32:43,07692e41ad,
qdoedhmntjo3nl2qdoehyjimebonyrks,언어를 선택하십시오,,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,동의,3,0,0,1,2,2-5 년,True,CodeHub,Self something,4,Idontknow,5,Sum divide,3,decalcomanie,3,,5,,3,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,2023-06-27 12:40:49,2023-06-27 12:46:09,60779e19ad,
sdmf0v4wiyowy2bej9sdmfb59loryp4y,언어를 선택하십시오,,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,동의,3,2,0,1,2,0-1 년,True,StackOverflow,재귀 또는 순환,3,,5,나머지의 합을 구하는 코드,1,정렬알고리즘??,3,빈도수가 가장 많은 문자 찾기,3,제곱근의 합,1,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,,,,0,,0,,0,,0,,0,,0,2023-06-27 09:20:36,2023-06-27 09:26:31,c62cb9eb3a,
